Lane,"Assembly Type","Total Length","No Contigs","Avg Contig Length","Largest Contig",N50,"Contigs in N50",N60,"Contigs in N60",N70,"Contigs in N70",N80,"Contigs in N80",N90,"Contigs in N90",N100,"Contigs in N100","No scaffolded bases (N)","Total Raw Reads","Reads Mapped","Reads Unmapped","Reads Paired","Reads Unpaired","Total Raw Bases","Total Bases Mapped","Total Bases Mapped (Cigar)","Average Read Length","Maximum Read Length","Average Quality","Insert Size Average","Insert Size Std Dev"
42092_2#331,"Scaffold: SPAdes + Improvement",5603191,48,116733.15,1048403,458028,5,405036,6,270278,8,217103,10,101769,14,360,48,674,2915794,2866631,49163,2832090,34541,440284894,432861281,432767163,151,151,35.6,442.2,116.3
42092_2#332,"Scaffold: SPAdes + Improvement",5801131,53,109455.30,1280710,462405,4,352501,6,237186,8,202332,10,99508,14,335,53,1199,2419268,2371331,47937,2334226,37105,365309468,358070981,357985828,151,151,35.6,427.4,124.5
42092_2#333,"Scaffold: SPAdes + Improvement",5721908,81,70640.84,714673,240374,8,206294,10,151548,14,108304,18,61322,25,345,81,1004,2610462,2556504,53958,2518202,38302,394179762,386032104,385941714,151,151,35.5,444.4,122.8
42092_2#334,"Scaffold: SPAdes + Improvement",5717828,84,68069.38,714673,240306,8,190410,11,179565,14,109765,19,53697,26,402,84,740,2247126,2203716,43410,2171914,31802,339316026,332761116,332683529,151,151,35.6,448.6,120.2
42092_2#335,"Scaffold: SPAdes + Improvement",5721578,90,63573.09,700226,215649,9,195444,11,127358,15,96841,20,60122,27,322,90,928,1844722,1820416,24306,1802246,18170,278553022,274882816,274826964,151,151,35.8,421.3,120.4
42092_2#336,"Scaffold: SPAdes + Improvement",5585400,84,66492.86,1036416,470794,4,377030,6,350708,7,200223,9,86662,13,362,84,630,2175454,2137846,37608,2109824,28022,328493554,322814746,322740813,151,151,35.6,450.5,121.8
42092_2#337,"Scaffold: SPAdes + Improvement",5416147,37,146382.35,1178275,499347,4,359549,6,349913,7,264254,9,160436,11,324,37,1130,2771942,2722414,49528,2686064,36350,418563242,411084514,410992426,151,151,35.6,452.6,121.9
42092_2#338,"Scaffold: SPAdes + Improvement",5647839,47,120166.79,1207767,434326,5,362181,6,342295,8,225212,10,68062,15,309,47,622,3099592,3054393,45199,3022066,32327,468038392,461213343,461119254,151,151,35.8,445.3,120.5
42092_2#339,"Scaffold: SPAdes + Improvement",5522919,39,141613.31,798473,455029,5,375022,6,318939,8,226408,10,63391,15,430,39,454,2640010,2595683,44327,2563392,32291,398641510,391948133,391862864,151,151,35.6,444.2,118.4
42092_2#340,"Scaffold: SPAdes + Improvement",5449543,34,160280.68,1362315,434165,4,369161,5,303447,7,252337,9,201031,11,391,34,799,1427216,1401431,25785,1382204,19227,215509616,211616081,211569868,151,151,35.6,433.5,133.6
42092_2#341,"Scaffold: SPAdes + Improvement",5377186,38,141504.89,678551,372151,6,319320,7,282025,9,207857,12,99552,16,355,38,338,2465680,2428816,36864,2402178,26638,372317680,366751216,366673573,151,151,35.7,436.9,113.4
42092_2#342,"Scaffold: SPAdes + Improvement",5722598,74,77332.41,1015095,242960,7,215218,10,162689,13,110339,17,77528,23,323,74,807,2512410,2461178,51232,2424204,36974,379373910,371637878,371549739,151,151,35.5,459.0,123.2
42092_2#343,"Scaffold: SPAdes + Improvement",5218570,25,208742.80,1906018,418574,3,372452,5,362176,6,318869,7,102836,11,355,25,228,2116270,2074773,41497,2044916,29857,319556770,313290723,313219981,151,151,35.6,451.9,119.1
42092_2#344,"Scaffold: SPAdes + Improvement",5575567,269,20727.01,1347874,433500,4,381092,5,355712,6,216947,8,94601,13,300,269,1274,2610842,2543990,66852,2514040,29950,394237142,384142490,384061648,151,151,35.7,434.9,110.2
42092_2#345,"Scaffold: SPAdes + Improvement",5696429,56,101721.95,1097113,504928,4,479277,5,449612,6,319923,8,233023,10,351,56,927,2498570,2457181,41389,2428130,29051,377284070,371034331,370954287,151,151,35.7,444.5,117.1
42092_2#346,"Scaffold: SPAdes + Improvement",10748231,164,65537.99,1111043,264026,12,188225,16,135608,23,92454,32,38744,48,302,164,878,3646920,3587593,59327,3544218,43375,550684920,541726543,541609419,151,151,35.7,426.5,120.4
42092_2#347,"Scaffold: SPAdes + Improvement",5538435,96,57692.03,614958,318831,7,280470,9,161787,11,129046,15,86997,20,305,96,787,1966176,1929284,36892,1903458,25826,296892576,291321884,291253887,151,151,35.6,452.2,120.2
42092_2#348,"Scaffold: SPAdes + Improvement",10722512,275,38990.95,1114331,140984,15,120044,23,86906,34,52989,51,30014,77,302,275,10664,2431228,2386634,44594,2355774,30860,367115428,360381734,360302423,151,151,35.6,428.7,120.3
42092_2#349,"Scaffold: SPAdes + Improvement",5510370,53,103969.25,585140,362700,6,240444,8,198781,11,173055,14,86766,18,306,53,1388,2271082,2222922,48160,2186770,36152,342933382,335661222,335579288,151,151,35.5,455.9,121.4
42092_2#350,"Scaffold: SPAdes + Improvement",5537126,57,97142.56,672163,377134,6,349588,8,277949,10,179289,12,83787,17,444,57,0,3148498,3100648,47850,3065924,34724,475423198,468197848,468099898,151,151,35.7,443.6,115.9
42092_2#351,"Scaffold: SPAdes + Improvement",5323896,61,87276.98,511540,197823,10,159065,13,110500,17,82508,23,47550,30,372,61,284,3439838,3394426,45412,3360860,33566,519415538,512558326,512452076,151,151,35.8,421.1,120.2
42092_2#352,"Scaffold: SPAdes + Improvement",5680799,102,55694.11,599185,169355,9,147279,12,101316,17,66162,24,33180,35,312,102,262,3629252,3572880,56372,3530640,42240,548017052,539504880,539386397,151,151,35.7,436.3,114.7
42092_2#353,"Scaffold: SPAdes + Improvement",5022543,135,37204.02,392690,106162,14,84241,19,68427,26,32754,36,20368,56,334,135,200,2327234,2287054,40180,2257736,29318,351412334,345345154,345267413,151,151,35.6,453.4,123.4
42092_2#354,"Scaffold: SPAdes + Improvement",5417289,130,41671.45,590066,333993,7,318919,9,232343,11,191585,13,76409,19,300,130,170,2126368,2083884,42484,2061986,21898,321081568,314666484,314602473,151,151,35.7,404.4,113.7
42092_2#355,"Scaffold: SPAdes + Improvement",5504740,60,91745.67,1103620,427816,4,336491,6,295669,7,201109,10,92971,14,300,60,441,2716866,2672424,44442,2642446,29978,410246766,403536024,403449473,151,151,35.7,417.1,119.9
42092_2#356,"Scaffold: SPAdes + Improvement",5466025,26,210231.73,1503816,603926,3,381349,4,368413,5,289887,7,131100,10,349,26,1491,2548426,2500278,48148,2464448,35830,384812326,377541978,377456281,151,151,35.6,447.6,126.4
42092_2#357,"Scaffold: SPAdes + Improvement",6130874,441,13902.21,913398,369115,6,326441,8,294387,10,132491,12,35117,20,300,441,3078,2914292,2861286,53006,2825318,35968,440058092,432054186,431943604,151,151,35.7,418.9,116.5
42092_2#358,"Scaffold: SPAdes + Improvement",5654196,40,141354.90,949506,735064,4,413621,5,313965,6,220267,8,100538,12,368,40,717,2964438,2911513,52925,2874780,36733,447630138,439638463,439542615,151,151,35.6,447.0,119.7
42092_2#359,"Scaffold: SPAdes + Improvement",5859868,99,59190.59,755138,345947,6,337575,7,287517,9,122352,12,86765,17,334,99,1218,2517856,2473808,44048,2441890,31918,380196256,373545008,373458766,151,151,35.6,428.9,118.9
42092_2#360,"Scaffold: SPAdes + Improvement",5884490,103,57130.97,974621,658604,4,508591,5,367361,7,325363,9,94109,12,304,103,627,2404370,2361557,42813,2331234,30323,363059870,356595107,356512853,151,151,35.7,437.8,118.1
42092_2#361,"Scaffold: SPAdes + Improvement",5591933,73,76601.82,573730,320915,8,294563,9,214342,12,94975,16,56807,23,312,73,684,2860400,2804623,55777,2761728,42895,431920400,423498073,423390441,151,151,35.5,444.9,118.1
42092_2#362,"Scaffold: SPAdes + Improvement",6025326,134,44965.12,346792,146351,14,113624,19,89052,25,48598,34,25939,51,313,134,683,4133032,4058765,74267,4003334,55431,624087832,612873515,612733351,151,151,35.6,442.2,119.1
42092_2#363,"Scaffold: SPAdes + Improvement",5637953,217,25981.35,853495,350827,6,281171,8,223513,10,192380,13,42994,19,300,217,891,1622864,1587988,34876,1569372,18616,245052464,239786188,239730338,151,151,35.7,412.2,126.9
42092_2#364,"Scaffold: SPAdes + Improvement",5287175,18,293731.94,1433085,606495,3,466774,4,425707,5,348772,6,250451,8,409,18,57,2591398,2548802,42596,2520854,27948,391301098,384869102,384790404,151,151,35.7,411.5,119.0
42139_1#1,"Scaffold: SPAdes + Improvement",5617021,32,175531.91,902792,380813,5,355348,7,337249,8,289644,10,101480,13,466,32,1325,1954526,1915580,38946,1888266,27314,295133426,289252580,289190005,151,151,35.7,441.1,124.0
42139_1#2,"Scaffold: SPAdes + Improvement",5590936,41,136364.29,918310,428464,4,370286,6,359967,7,330665,9,93524,13,335,41,1354,1862266,1825781,36485,1799436,26345,281202166,275692931,275630610,151,151,35.7,445.3,116.9
42139_1#3,"Scaffold: SPAdes + Improvement",5343881,26,205533.88,1249069,440430,4,401417,5,205728,7,171531,10,117709,13,311,26,456,2188568,2150146,38422,2123362,26784,330473768,324672046,324603982,151,151,35.7,449.0,116.3
42139_1#4,"Scaffold: SPAdes + Improvement",5417233,36,150478.69,1132241,469730,4,393745,5,274614,7,219509,9,159545,12,312,36,688,1683030,1654538,28492,1635050,19488,254137530,249835238,249783364,151,151,35.8,442.8,119.3
42139_1#6,"Scaffold: SPAdes + Improvement",5377038,23,233784.26,1891786,1075524,2,723533,3,396185,4,378590,5,162333,7,379,23,1151,2528560,2476340,52220,2438748,37592,381812560,373927340,373836169,151,151,35.8,402.6,115.0
42139_1#8,"Scaffold: SPAdes + Improvement",5638205,94,59980.90,530424,238304,8,222895,11,195511,14,191058,16,86903,21,314,94,1956,1294682,1274117,20565,1259082,15035,195496982,192391667,192351531,151,151,35.8,431.7,114.4
42139_1#9,"Scaffold: SPAdes + Improvement",5431207,38,142926.50,1039001,455819,5,450389,6,363186,7,208522,9,94370,13,340,38,186,2329376,2291232,38144,2264922,26310,351735776,345976032,345904975,151,151,35.8,454.1,117.5
42139_1#10,"Scaffold: SPAdes + Improvement",5477559,40,136938.98,1770501,1064215,2,481560,3,363545,5,358848,6,187187,8,306,40,837,2437236,2397140,40096,2366844,30296,368022636,361968140,361893678,151,151,35.8,415.7,117.0
42139_1#11,"Scaffold: SPAdes + Improvement",5566645,41,135771.83,1053368,423746,4,412022,5,335725,7,205301,9,102306,12,385,41,765,2364164,2323272,40892,2294140,29132,356988764,350814072,350739409,151,151,35.7,421.9,118.1
42139_1#12,"Scaffold: SPAdes + Improvement",5419165,39,138952.95,808399,469730,5,372681,6,274614,8,234305,10,101321,13,305,39,722,2557434,2519344,38090,2491058,28286,386172534,380420944,380344525,151,151,35.8,408.1,117.1
42139_1#13,"Scaffold: SPAdes + Improvement",5370748,29,185198.21,857894,386759,5,360719,6,331898,8,225742,10,104015,14,441,29,754,2499332,2451299,48033,2417088,34211,377399132,370146149,370066076,151,151,35.7,444.2,119.3
42139_1#14,"Scaffold: SPAdes + Improvement",5058715,18,281039.72,1414754,719801,3,458293,4,427288,5,360138,6,204170,8,328,18,665,2161832,2127735,34097,2103136,24599,326436632,321287985,321224821,151,151,35.8,412.6,117.3
42139_1#15,"Scaffold: SPAdes + Improvement",5344065,46,116175.33,657766,348929,6,325266,7,179994,10,152298,13,94601,17,441,46,76,2263464,2223560,39904,2195622,27938,341783064,335757560,335687215,151,151,35.7,456.0,121.6
42139_1#16,"Scaffold: SPAdes + Improvement",5539343,66,83929.44,466714,270707,8,222920,10,188340,13,139711,16,86331,22,394,66,1071,1975662,1942061,33601,1919100,22961,298324962,293251211,293190908,151,151,35.8,433.6,120.0
42139_1#33,"Scaffold: SPAdes + Improvement",5276243,43,122703.33,563087,267723,7,257198,9,233188,11,141535,14,83812,19,360,43,722,1633316,1597828,35488,1573396,24432,246630716,241272028,241217321,151,151,35.6,446.1,122.3
42139_1#34,"Scaffold: SPAdes + Improvement",5567799,33,168721.18,1770082,563971,3,515803,4,345077,6,278860,7,94537,11,311,33,207,1561922,1532166,29756,1510640,21526,235850222,231357066,231305560,151,151,35.7,449.2,119.5
42139_1#35,"Scaffold: SPAdes + Improvement",5056810,107,47259.91,343041,148806,12,100424,16,88026,21,61838,28,30510,40,380,107,493,2033378,1999005,34373,1973462,25543,307040078,301849755,301781758,151,151,35.7,449.5,121.3
42139_1#36,"Scaffold: SPAdes + Improvement",5684722,89,63873.28,680377,350651,6,335152,7,196481,10,149502,13,47503,20,308,89,71,2051798,2009337,42461,1980994,28343,309821498,303409887,303339501,151,151,35.8,407.3,117.3
42139_1#37,"Scaffold: SPAdes + Improvement",5548854,48,115601.12,940018,369604,5,237429,7,219358,9,153802,12,94388,17,399,48,262,2597600,2546014,51586,2509598,36416,392237600,384448114,384362112,151,151,35.7,416.3,119.3
42139_1#38,"Scaffold: SPAdes + Improvement",5858848,63,92997.59,591191,338091,7,273575,9,204146,12,119402,16,55334,23,488,63,774,1942458,1903780,38678,1876552,27228,293311158,287470780,287406446,151,151,35.8,412.8,119.7
42139_1#39,"Scaffold: SPAdes + Improvement",5684933,72,78957.40,663048,205167,9,168005,12,118681,16,90869,22,67720,29,408,72,1001,1702664,1667042,35622,1639356,27686,257102264,251723342,251661604,151,151,35.6,455.5,120.3
42139_1#40,"Scaffold: SPAdes + Improvement",5011986,69,72637.48,615176,288983,7,227210,9,201595,12,115374,15,71853,20,311,69,281,2324116,2285185,38931,2256202,28983,350941516,345062935,344990858,151,151,35.8,425.6,121.9
42139_1#41,"Scaffold: SPAdes + Improvement",5551395,46,120682.50,943319,369942,5,341890,6,237429,8,180595,11,94396,15,375,46,252,2898828,2852424,46404,2816760,35664,437723028,430716024,430625548,151,151,35.8,420.6,119.0
42139_1#42,"Scaffold: SPAdes + Improvement",5575102,56,99555.39,569007,374511,6,344620,8,230693,10,148250,13,86658,18,324,56,242,2241910,2208229,33681,2183040,25189,338528410,333442579,333373416,151,151,35.8,409.4,119.9
42139_1#43,"Scaffold: SPAdes + Improvement",5591599,67,83456.70,391146,219919,9,179199,12,131422,16,96834,21,73161,27,334,67,884,2203884,2167318,36566,2140628,26690,332786484,327265018,327195810,151,151,35.8,442.4,118.3
42139_1#44,"Scaffold: SPAdes + Improvement",5375749,56,95995.52,708846,232552,8,210046,10,160076,13,145026,16,81047,21,328,56,412,2071876,2039573,32303,2016708,22865,312853276,307975523,307913919,151,151,35.8,407.1,117.6
42139_1#45,"Scaffold: SPAdes + Improvement",5550578,49,113277.10,825774,369934,5,230800,7,219358,9,151083,12,94387,17,377,49,484,2063874,2032350,31524,2009418,22932,311644974,306884850,306822238,151,151,35.8,415.9,113.9
42139_1#46,"Scaffold: SPAdes + Improvement",5269913,22,239541.50,1045076,421959,4,408736,5,394361,6,327300,8,143738,10,309,22,1468,1508432,1479971,28461,1460886,19085,227773232,223475621,223428118,151,151,35.7,416.4,120.2
42139_1#48,"Scaffold: SPAdes + Improvement",5617092,73,76946.47,476089,318886,8,207848,10,173997,13,100554,17,43854,26,413,73,820,1938402,1901926,36476,1876546,25380,292698702,287190826,287125285,151,151,35.8,403.2,120.6
42139_1#65,"Scaffold: SPAdes + Improvement",5508917,63,87443.13,418584,328354,8,231503,10,205475,12,180449,15,93934,20,326,63,467,2354022,2316076,37946,2288992,27084,355457322,349727476,349656336,151,151,35.8,430.9,119.3
42139_1#66,"Scaffold: SPAdes + Improvement",5620401,72,78061.12,506346,318886,7,234997,9,173997,12,99619,17,48653,25,396,72,1251,2099044,2058647,40397,2030750,27897,316955644,310855697,310788236,151,151,35.7,429.6,120.5
42139_1#67,"Scaffold: SPAdes + Improvement",5444687,55,98994.31,519802,270620,8,191181,11,131422,14,99878,19,79450,25,565,55,1139,2281502,2240519,40983,2209558,30961,344506802,338318369,338242553,151,151,35.7,450.7,118.6
42139_1#68,"Scaffold: SPAdes + Improvement",5619852,74,75943.95,481309,252817,8,207862,10,146951,14,99619,18,47841,27,413,74,846,2598158,2553961,44197,2522792,31169,392321858,385648111,385566886,151,151,35.8,420.9,115.2
42139_1#69,"Scaffold: SPAdes + Improvement",5800271,70,82861.01,735566,378879,6,286016,8,216464,10,199440,12,81612,17,322,70,1147,2341838,2290568,51270,2253956,36612,353617538,345875768,345794200,151,151,35.6,454.9,119.8
42139_1#70,"Scaffold: SPAdes + Improvement",6055564,407,14878.54,544403,215978,10,134237,13,94349,18,46713,27,10464,48,300,407,7549,1743816,1702385,41431,1671062,31323,263316216,257060135,256985882,151,151,35.6,446.8,115.1
42139_1#71,"Scaffold: SPAdes + Improvement",5589190,57,98055.96,834585,287816,6,279036,8,228386,10,109844,13,83259,19,529,57,932,2481344,2430885,50459,2393692,37193,374682944,367063635,366979254,151,151,35.6,457.1,120.8
42139_1#72,"Scaffold: SPAdes + Improvement",5361525,19,282185.53,1634292,771289,3,456694,4,373851,5,351932,6,237825,8,317,19,676,2157906,2119823,38083,2092996,26827,325843806,320093273,320026464,151,151,35.7,425.5,122.1
42139_1#73,"Scaffold: SPAdes + Improvement",5658927,78,72550.35,841480,370824,6,370657,7,280867,9,218400,11,61859,16,413,78,314,2748956,2695635,53321,2658158,37477,415092356,407040885,406950416,151,151,35.7,454.3,119.8
42139_1#74,"Scaffold: SPAdes + Improvement",5941527,72,82521.21,776568,339868,6,323833,8,288611,10,235103,12,78585,17,317,72,1223,2533130,2485784,47346,2454236,31548,382502630,375353384,375274826,151,151,35.7,407.3,122.4
42139_1#75,"Scaffold: SPAdes + Improvement",5487733,56,97995.23,694148,354052,7,335439,8,222680,10,200577,13,99725,17,348,56,148,2430676,2373464,57212,2330526,42938,367032076,358393064,358305173,151,151,35.6,452.8,122.8
42139_1#76,"Scaffold: SPAdes + Improvement",5509528,27,204056.59,928057,370759,5,367020,6,299267,8,243944,10,167596,13,482,27,1000,2721722,2678645,43077,2649236,29409,410980022,404475395,404396568,151,151,35.8,405.6,114.6
42139_1#77,"Scaffold: SPAdes + Improvement",5362068,56,95751.21,593879,331270,7,294246,9,201737,11,126418,15,49883,21,347,56,168,3305064,3253772,51292,3216974,36798,499064664,491319572,491220499,151,151,35.8,434.4,113.2
42139_1#78,"Scaffold: SPAdes + Improvement",5553016,57,97421.33,957883,326092,6,260367,8,208630,11,155398,14,92314,18,417,57,1194,2530580,2487601,42979,2457690,29911,382117580,375627751,375550995,151,151,35.8,406.2,120.9
42139_1#79,"Scaffold: SPAdes + Improvement",6432279,1211,5311.54,136280,44402,41,30345,59,19872,86,11120,128,2127,247,126,1211,50347,2474636,2416008,58628,2373240,42768,373670036,364817208,364664007,151,151,35.7,435.1,118.3
42139_1#80,"Scaffold: SPAdes + Improvement",5552844,58,95738.69,486723,282341,8,233392,10,200555,13,131609,16,92314,21,365,58,804,2835024,2791949,43075,2762246,29703,428088624,421584299,421502660,151,151,35.8,415.8,120.1
42139_1#97,"Scaffold: SPAdes + Improvement",6764466,1373,4926.78,131643,31820,56,22899,81,16416,116,9314,169,1794,332,126,1373,55015,2370916,2318422,52494,2278158,40264,358008316,350081722,349928520,151,151,35.7,447.1,117.7
42139_1#98,"Scaffold: SPAdes + Improvement",5625179,61,92216.05,490279,254404,7,187346,10,160603,13,125055,17,69367,24,353,61,760,2725280,2676218,49062,2641794,34424,411517280,404108918,404021172,151,151,35.7,422.0,119.2
42139_1#99,"Scaffold: SPAdes + Improvement",6781308,1404,4829.99,144820,36991,53,27102,74,17348,106,9414,158,1573,333,126,1404,67652,2756500,2685177,71323,2630748,54429,416231500,405461727,405271884,151,151,35.5,446.3,114.2
42139_1#100,"Scaffold: SPAdes + Improvement",5439418,37,147011.30,1019800,437097,4,289684,6,245854,8,189112,11,101645,15,311,37,896,2533468,2489485,43983,2459418,30067,382553668,375912235,375837039,151,151,35.8,423.4,117.7
42139_1#101,"Scaffold: SPAdes + Improvement",5391260,28,192545.00,2972578,2972578,1,726444,2,507202,3,293155,4,122543,6,505,28,977,2875570,2835277,40293,2804662,30615,434211070,428126827,428045552,151,151,35.8,421.3,120.7
42139_1#102,"Scaffold: SPAdes + Improvement",5596704,53,105598.19,1058367,261848,7,239515,9,216979,11,148576,14,64469,20,453,53,659,2392218,2354465,37753,2326608,27857,361224918,355524215,355446209,151,151,35.8,409.5,116.2
42139_1#103,"Scaffold: SPAdes + Improvement",5695326,91,62586.00,1218301,392346,4,375074,6,296170,7,187173,10,87227,14,310,91,0,2297182,2250154,47028,2215960,34194,346874482,339773254,339693007,151,151,35.6,452.5,117.7
42139_1#104,"Scaffold: SPAdes + Improvement",5438573,36,151071.47,1054506,438977,4,358609,6,255625,7,167756,10,99455,14,308,36,564,2136294,2105590,30704,2084950,20640,322580394,317944090,317882580,151,151,35.9,404.6,119.9
